Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0750896S;E.E.PU GODEFROY CAVAIGNAC 35 rue Godefroy Cavaignac;ECOLE ELEMENTAIRE PUBLIQUE;GODEFROY CAVAIGNAC;Public;35 rue Godefroy Cavaignac;;;75011;PARIS;Paris 11e  Arrondissement;654544.5;6861960.9;EPSG:2154;48.85608111320243;2.3804934572032126;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.85608111320243, 2.3804934572032126;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750903Z;E.E.PU JACQUES KELLNER 5 rue Jacques Kellner;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES KELLNER;Public;5 rue Jacques Kellner;;;75017;PARIS;Paris 17e  Arrondissement;650492.2;6866504.2;EPSG:2154;48.89663908308013;2.32473831036765;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.89663908308013, 2.32473831036765;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750908E;E.E.PU JENNER EA 40 rue Jenner;ECOLE ELEMENTAIRE PUBLIQUE;JENNER EA;Public;40 rue Jenner;;;75013;PARIS;Paris 13e  Arrondissement;653158.6;6859694.8;EPSG:2154;48.83560279562875;2.361855623905273;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.83560279562875, 2.361855623905273;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750945V;E.P.PU MOUSSY 9 rue de Moussy;ECOLE PRIMAIRE;MOUSSY;Public;9 rue de Moussy;;;75004;PARIS;Paris  4e  Arrondissement;652720.6;6862159.9;EPSG:2154;48.85773943259638;2.3556147334976387;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75104;Paris;Ile-de-France;Paris;48.85773943259638, 2.3556147334976387;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750948Y;E.E.PU OLIVIER DE SERRES Y 27 rue Olivier de Serres;ECOLE ELEMENTAIRE PUBLIQUE;OLIVIER DE SERRES Y;Public;27 rue Olivier de Serres;;;75015;PARIS;Paris 15e  Arrondissement;648387.9;6859737.2;EPSG:2154;48.835619708234965;2.2968600684270184;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.835619708234965, 2.2968600684270184;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750961M;E.E.PU PIERRE BROSSOLETTE 2 rue Pierre Brossolette;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE BROSSOLETTE;Public;2 rue Pierre Brossolette;;;75005;PARIS;Paris  5e  Arrondissement;652118.4;6860411.4;EPSG:2154;48.84197077118011;2.347604426724528;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.84197077118011, 2.347604426724528;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750963P;E.E.PU PIERRE FONCIN EA 8 rue Pierre Foncin;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE FONCIN EA;Public;8 rue Pierre Foncin;;;75020;PARIS;Paris 20e  Arrondissement;656700.8;6863643.3;EPSG:2154;48.87135929931695;2.409708835258836;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.87135929931695, 2.409708835258836;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750966T;E.E.PU PIHET 1 rue Pihet;ECOLE ELEMENTAIRE PUBLIQUE;PIHET;Public;1 rue Pihet;;;75011;PARIS;Paris 11e  Arrondissement;654065.9;6862784.6;EPSG:2154;48.863454619602514;2.373881944525188;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.863454619602514, 2.373881944525188;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0750982K;E.E.PU REUILLY 27 rue de Reuilly;ECOLE ELEMENTAIRE PUBLIQUE;REUILLY;Public;27 rue de Reuilly;;;75012;PARIS;Paris 12e  Arrondissement;654972.7;6861054.4;EPSG:2154;48.847959051802036;2.386425096731601;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.847959051802036, 2.386425096731601;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751023E;E.E.PU ALESIA E 3 rue d'Alésia;ECOLE ELEMENTAIRE PUBLIQUE;ALESIA E;Public;3 rue d'Alésia;;;75014;PARIS;Paris 14e  Arrondissement;651572.0;6858701.7;EPSG:2154;48.82655447933875;2.3403545707495383;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.82655447933875, 2.3403545707495383;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751029L;E.E.PU ANTOINE CHANTIN 20 rue Antoine Chantin;ECOLE ELEMENTAIRE PUBLIQUE;ANTOINE CHANTIN;Public;20 rue Antoine Chantin;;;75014;PARIS;Paris 14e  Arrondissement;650273.4;6858790.4;EPSG:2154;48.82725329757361;2.322656627895898;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.82725329757361, 2.322656627895898;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751037V;E.E.PU BARBANEGRE EB 7 rue Barbanègre;ECOLE ELEMENTAIRE PUBLIQUE;BARBANEGRE EB;Public;7 rue Barbanègre;;;75019;PARIS;Paris 19e  Arrondissement;654749.6;6865968.9;EPSG:2154;48.89213866232671;2.3828617081915295;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.89213866232671, 2.3828617081915295;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-09-01
0751038W;E.E.PU BAUDRICOURT EB 55 rue Baudricourt;ECOLE ELEMENTAIRE PUBLIQUE;BAUDRICOURT EB;Public;55 rue Baudricourt;;;75013;PARIS;Paris 13e  Arrondissement;653243.7;6858600.9;EPSG:2154;48.82577139529806;2.3631351287438918;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.82577139529806, 2.3631351287438918;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751044C;E.E.PU BERCY 165 rue de Bercy;ECOLE ELEMENTAIRE PUBLIQUE;BERCY;Public;165 rue de Bercy;;;75012;PARIS;Paris 12e  Arrondissement;654158.7;6860456.1;EPSG:2154;48.84252113066109;2.375397885158939;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84252113066109, 2.375397885158939;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751053M;E.P.PU BOISSIERE 56 rue Boissière;ECOLE PRIMAIRE PUBLIQUE;BOISSIERE;Public;56 rue Boissière;;;75016;PARIS;Paris 16e  Arrondissement;647762.0;6863359.8;EPSG:2154;48.86814689419269;2.2878884811139066;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.86814689419269, 2.2878884811139066;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751080S;E.E.PU CLIGNANCOURT 61 rue de Clignancourt;ECOLE ELEMENTAIRE PUBLIQUE;CLIGNANCOURT;Public;61 rue de Clignancourt;;;75018;PARIS;Paris 18e  Arrondissement;652174.8;6865521.9;EPSG:2154;48.887932840211604;2.3477977334445828;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.887932840211604, 2.3477977334445828;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751088A;E.E.PU ST OUEN 23 avenue de Saint Ouen;ECOLE ELEMENTAIRE PUBLIQUE;ST OUEN;Public;23 avenue de Saint Ouen;;;75017;PARIS;Paris 17e  Arrondissement;650572.2;6865660.0;EPSG:2154;48.88905368941123;2.3259277095870576;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.88905368941123, 2.3259277095870576;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751100N;E.E.PU FAGON 13 rue Fagon;ECOLE ELEMENTAIRE PUBLIQUE;FAGON;Public;13 rue Fagon;;;75013;PARIS;Paris 13e  Arrondissement;652795.8;6859358.1;EPSG:2154;48.83254835085068;2.356950586227918;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.83254835085068, 2.356950586227918;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751109Y;E.E.PU FOURCROY 12 bis rue Fourcroy;ECOLE ELEMENTAIRE PUBLIQUE;FOURCROY;Public;12 bis rue Fourcroy;;;75017;PARIS;Paris 17e  Arrondissement;648466.5;6864754.2;EPSG:2154;48.88074307705617;2.2973226063562713;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.88074307705617, 2.2973226063562713;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751118H;E.E.PU BAUCHES H 10 rue des Bauches;ECOLE ELEMENTAIRE PUBLIQUE;BAUCHES H;Public;10 rue des Bauches;;;75016;PARIS;Paris 16e  Arrondissement;646733.8;6862013.1;EPSG:2154;48.8559521009304;2.274041556184738;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.8559521009304, 2.274041556184738;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751136C;E.E.PU LAMORICIERE EB 8 avenue Lamoricière;ECOLE ELEMENTAIRE PUBLIQUE;LAMORICIERE EB;Public;8 avenue Lamoricière;;;75012;PARIS;Paris 12e  Arrondissement;656865.2;6860680.9;EPSG:2154;48.84472962166405;2.4122505947300885;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84472962166405, 2.4122505947300885;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751138E;E.P.A.PU LECOMTE 6 rue Lecomte;ECOLE PRIMAIRE D'APPLICATION PUBLIQUE;LECOMTE;Public;6 rue Lecomte;;;75017;PARIS;Paris 17e  Arrondissement;650215.7;6865620.5;EPSG:2154;48.8886710145416;2.3210708063126737;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.8886710145416, 2.3210708063126737;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751150T;E.E.PU MARSOULAN 19 rue Marsoulan;ECOLE ELEMENTAIRE PUBLIQUE;MARSOULAN;Public;19 rue Marsoulan;;;75012;PARIS;Paris 12e  Arrondissement;656199.2;6860871.0;EPSG:2154;48.84639427255294;2.4031565263534045;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84639427255294, 2.4031565263534045;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751151U;E.E.PU MAURICE D OCAGNE 7 avenue Maurice d'Ocagne;ECOLE ELEMENTAIRE PUBLIQUE;MAURICE D OCAGNE;Public;7 avenue Maurice d'Ocagne;;;75014;PARIS;Paris 14e  Arrondissement;649500.1;6858513.2;EPSG:2154;48.824700285959416;2.3121566580843402;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.824700285959416, 2.3121566580843402;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751157A;E.E.A.PU MILTON A 21 rue Milton;ECOLE ELEMENTAIRE APPLICATION PUBLIQUE;MILTON A;Public;21 rue Milton;;;75009;PARIS;Paris  9e  Arrondissement;651680.5;6864497.9;EPSG:2154;48.878687431937166;2.341173682782642;Parfaite;Numéro de rue;153;ECOLE ELEMENTAIRE D APPLICATION;1;OUVERT;075;11;01;75109;Paris;Ile-de-France;Paris;48.878687431937166, 2.341173682782642;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751160D;E.P.PU LOUIS DE FUNES 2 allée Louis de Funès;ECOLE PRIMAIRE;LOUIS DE FUNES;Public;2 allée Louis de Funès;;;75008;PARIS;Paris  8e  Arrondissement;649089.1;6864210.9;EPSG:2154;48.875906875108626;2.305876655702273;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75108;Paris;Ile-de-France;Paris;48.875906875108626, 2.305876655702273;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751167L;E.E.PU OURCQ EB 106 bis rue de l'Ourcq;ECOLE ELEMENTAIRE PUBLIQUE;OURCQ EB;Public;105 bis rue de l'Ourcq;;;75019;PARIS;Paris 19e  Arrondissement;654179.9;6866131.2;EPSG:2154;48.89355787353531;2.3750747763997593;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75119;Paris;Ile-de-France;Paris;48.89355787353531, 2.3750747763997593;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751180A;E.E.PU PLANCHAT 54 rue Planchat;ECOLE ELEMENTAIRE PUBLIQUE;PLANCHAT;Public;54 rue Planchat;;;75020;PARIS;Paris 20e  Arrondissement;655716.9;6861938.8;EPSG:2154;48.85596402245581;2.396473601558516;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.85596402245581, 2.396473601558516;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751183D;E.E.PU PONTOISE 21 rue de Pontoise;ECOLE ELEMENTAIRE PUBLIQUE;PONTOISE;Public;21 rue de Pontoise;;;75005;PARIS;Paris  5e  Arrondissement;652393.2;6861163.0;EPSG:2154;48.84875026705333;2.351264325119174;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.84875026705333, 2.351264325119174;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751188J;E.E.PU PYRENEES 97 rue des Pyrénées;ECOLE ELEMENTAIRE PUBLIQUE;PYRENEES;Public;97 rue des Pyrénées;;;75020;PARIS;Paris 20e  Arrondissement;656360.5;6861829.5;EPSG:2154;48.85502500886802;2.4052559955682424;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75120;Paris;Ile-de-France;Paris;48.85502500886802, 2.4052559955682424;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751225Z;E.E.PU TORCY 5 rue de Torcy;ECOLE ELEMENTAIRE PUBLIQUE;TORCY;Public;5 rue de Torcy;;;75018;PARIS;Paris 18e  Arrondissement;653425.5;6865862.8;EPSG:2154;48.89109011905615;2.364815649881041;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.89109011905615, 2.364815649881041;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751234J;E.P.PU VICQ D'AZIR 16 rue Vicq d'Azir;ECOLE PRIMAIRE PUBLIQUE;VICQ D'AZIR;Public;16 rue Vicq d'Azir;;;75010;PARIS;Paris 10e  Arrondissement;653833.3;6864189.3;EPSG:2154;48.87607020062046;2.3705589303493553;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.87607020062046, 2.3705589303493553;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751244V;E.M.PU ALESIA V 3 bis rue d'Alésia;ECOLE MATERNELLE PUBLIQUE;ALESIA V;Public;3 bis rue d'Alésia;;;75014;PARIS;Paris 14e  Arrondissement;651537.4;6858709.7;EPSG:2154;48.82662382401784;2.3398823896904255;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75114;Paris;Ile-de-France;Paris;48.82662382401784, 2.3398823896904255;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751254F;E.M.PU BALARD 95 rue Balard;ECOLE MATERNELLE PUBLIQUE;BALARD;Public;95 rue Balard;;;75015;PARIS;Paris 15e  Arrondissement;647053.8;6859990.3;EPSG:2154;48.83778761631581;2.2786543924517275;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.83778761631581, 2.2786543924517275;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751258K;E.P.PU  CHAMPIONNET 113 rue Championnet;ECOLE PRIMAIRE PUBLIQUE;CHAMPIONNET;Public;113 rue Championnet;;;75018;PARIS;Paris 18e  Arrondissement;651547.3;6866378.4;EPSG:2154;48.89558809369979;2.339143028629825;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.89558809369979, 2.339143028629825;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751267V;E.M.PU BOUVINES V 6 avenue de Bouvines;ECOLE MATERNELLE PUBLIQUE;BOUVINES V;Public;6 avenue de Bouvines;;;75011;PARIS;Paris 11e  Arrondissement;655719.9;6861304.0;EPSG:2154;48.85025548835134;2.3965805991848215;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75111;Paris;Ile-de-France;Paris;48.85025548835134, 2.3965805991848215;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751269X;E.M.PU BROCHANT 28 rue Brochant;ECOLE MATERNELLE PUBLIQUE;BROCHANT;Public;28 rue Brochant;;;75017;PARIS;Paris 17e  Arrondissement;650108.0;6865767.5;EPSG:2154;48.889984591469734;2.319584855306179;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75117;Paris;Ile-de-France;Paris;48.889984591469734, 2.319584855306179;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751272A;E.M.PU CARDINAL AMETTE A 3 place du Cardinal Amette;ECOLE MATERNELLE PUBLIQUE;CARDINAL AMETTE A;Public;3 place du Cardinal Amette;;;75015;PARIS;Paris 15e  Arrondissement;648421.3;6861440.3;EPSG:2154;48.85093829301749;2.2971085393179855;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.85093829301749, 2.2971085393179855;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751284N;E.M.PU ST DOMINIQUE 117 bis rue Saint Dominique;ECOLE MATERNELLE PUBLIQUE;ST DOMINIQUE;Public;117 bis rue Saint Dominique;;;75007;PARIS;Paris  7e  Arrondissement;648958.7;6862326.3;EPSG:2154;48.858948775239945;2.3043252336807902;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75107;Paris;Ile-de-France;Paris;48.858948775239945, 2.3043252336807902;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751296B;E.M.PU DUSSOUBS B 12 rue dussoubs;ECOLE MATERNELLE PUBLIQUE;DUSSOUBS B;Public;12 rue Dussoubs;;;75002;PARIS;Paris  2e  Arrondissement;652219.0;6862987.4;EPSG:2154;48.865144020116;2.3486855580862818;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75102;Paris;Ile-de-France;Paris;48.865144020116, 2.3486855580862818;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751297C;E.M.PU EBLE C 14 rue Eblé;ECOLE MATERNELLE PUBLIQUE;EBLE C;Public;14 rue Eblé;;;75007;PARIS;Paris  7e  Arrondissement;649579.8;6861214.0;EPSG:2154;48.84899489499057;2.3129220867162408;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75107;Paris;Ile-de-France;Paris;48.84899489499057, 2.3129220867162408;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751298D;E.M.PU ELISA LEMONNIER 15 rue Elisa Lemonnier;ECOLE MATERNELLE PUBLIQUE;ELISA LEMONNIER;Public;15 rue Elisa Lemonnier;;;75012;PARIS;Paris 12e  Arrondissement;655188.1;6860261.0;EPSG:2154;48.840838991328134;2.389443772269875;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.840838991328134, 2.389443772269875;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751302H;E.P.PU FAUCONNIER 4 rue du Fauconnier;ECOLE PRIMAIRE PUBLIQUE;FAUCONNIER;Public;4 rue du Fauconnier;;;75004;PARIS;Paris  4e  Arrondissement;653013.3;6861701.9;EPSG:2154;48.85364208961616;2.3596544751491795;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;075;11;01;75104;Paris;Ile-de-France;Paris;48.85364208961616, 2.3596544751491795;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751303J;E.M.PU FELIX FAURE J 56 avenue Félix Faure;ECOLE MATERNELLE PUBLIQUE;FELIX FAURE J;Public;56 avenue Félix Faure;;;75015;PARIS;Paris 15e  Arrondissement;647641.0;6860308.7;EPSG:2154;48.84069895621581;2.2866148506690824;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.84069895621581, 2.2866148506690824;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751314W;E.M.PU GUSTAVE ROUANET W 1 rue Gustave Rouanet;ECOLE MATERNELLE PUBLIQUE;GUSTAVE ROUANET W;Public;1 rue Gustave Rouanet;;;75018;PARIS;Paris 18e  Arrondissement;651723.9;6866456.9;EPSG:2154;48.89630727808027;2.3415426747503156;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75118;Paris;Ile-de-France;Paris;48.89630727808027, 2.3415426747503156;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751318A;E.M.PU J. BOUTON 7 rue Jean Bouton;ECOLE MATERNELLE PUBLIQUE;J. BOUTON;Public;7 rue Jean Bouton;;;75012;PARIS;Paris 12e  Arrondissement;654267.4;6860803.3;EPSG:2154;48.84565123418001;2.376841562065462;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75112;Paris;Ile-de-France;Paris;48.84565123418001, 2.376841562065462;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751320C;E.M.PU BOY ZELENSKI 5 rue Boy Zelenski;ECOLE MATERNELLE PUBLIQUE;BOY ZELENSKI;Public;5 rue Boy Zelenski;;;75010;PARIS;Paris 10e  Arrondissement;653638.0;6864275.9;EPSG:2154;48.8768349436338;2.367886853872768;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75110;Paris;Ile-de-France;Paris;48.8768349436338, 2.367886853872768;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751330N;E.M.PU L. M NORDMANN 140 rue Léon-Maurice Nordmann;ECOLE MATERNELLE PUBLIQUE;L. M NORDMANN;Public;140 rue Léon-Maurice Nordmann;;;75013;PARIS;Paris 13e  Arrondissement;651786.2;6859502.7;EPSG:2154;48.83377401840659;2.3431813348206365;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75113;Paris;Ile-de-France;Paris;48.83377401840659, 2.3431813348206365;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751333S;E.M.PU LONGCHAMP S 130 rue de Longchamp;ECOLE MATERNELLE PUBLIQUE;LONGCHAMP S;Public;130 rue de Longchamp;;;75016;PARIS;Paris 16e  Arrondissement;647054.4;6863269.4;EPSG:2154;48.867276173763265;2.2782542332603466;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75116;Paris;Ile-de-France;Paris;48.867276173763265, 2.2782542332603466;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751348H;E.M.PU MOUFFETARD 29 rue Mouffetard;ECOLE MATERNELLE PUBLIQUE;MOUFFETARD;Public;29 rue Mouffetard;;;75005;PARIS;Paris  5e  Arrondissement;652253.5;6860634.5;EPSG:2154;48.843987136720145;2.34942006107922;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75105;Paris;Ile-de-France;Paris;48.843987136720145, 2.34942006107922;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0751353N;E.M.PU OLIVIER DE SERRES N 34 rue Olivier de Serres;ECOLE MATERNELLE PUBLIQUE;OLIVIER DE SERRES N;Public;34 rue Olivier de Serres;;;75015;PARIS;Paris 15e  Arrondissement;648363.3;6859725.0;EPSG:2154;48.835508022866634;2.2965264275654396;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;075;11;01;75115;Paris;Ile-de-France;Paris;48.835508022866634, 2.2965264275654396;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
